feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1161	Lifestage	.L	Lifestage.L	3.57219757831868	0.784059577214013	0.966615358899408	0.0440583918564346	1	0.0861756418198941	1	NA	abundance	93	9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis
ASV1161	Location	UP	LocationUP	0.101789120881523	0.270818222333988	1.39865567489373	0.909709295050385	1	0.965747775661561	1	NA	abundance	93	9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis
ASV11682	Location	UP	LocationUP	2.20549602550377	0.270818222333988	1.09588182487237	0.204425822848637	1	0.367061728649932	1	NA	abundance	93	5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	osloensis
ASV1240	Lifestage	.L	Lifestage.L	0.640225923896642	0.784059577214013	1.65337313595287	0.937598765479398	1	0.218175047484254	1	NA	abundance	93	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	phaseoli
ASV1240	Location	UP	LocationUP	1.41977486345329	0.270818222333988	1.83675428106168	0.590540927861178	1	0.728733518527401	1	NA	abundance	93	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	phaseoli
ASV1348	Lifestage	.L	Lifestage.L	2.70040449091255	0.784059577214013	2.90112832502468	0.535539941231388	1	0.254386873866618	1	NA	abundance	93	8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus
ASV1348	Location	UP	LocationUP	1.66257941753482	0.270818222333988	3.66966931660291	0.718584968526802	1	0.791361299678927	1	NA	abundance	93	8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus
ASV1454	Lifestage	.L	Lifestage.L	-0.629250212257933	0.784059577214013	0.0681499032893394	0.046270481674797	1	0.0904000058751764	1	NA	abundance	93	6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	warneri
ASV1454	Location	UP	LocationUP	-0.0116827847348867	0.270818222333988	0.0761939082074997	0.618077241386419	1	0.728704677585576	1	NA	abundance	93	6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	warneri
ASV1485	Lifestage	.L	Lifestage.L	1.41219390070749	0.784059577214013	1.20976333101615	0.694820794677135	1	0.38948934450707	1	NA	abundance	93	5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	hallii
ASV1485	Location	UP	LocationUP	1.99774145934878	0.270818222333988	1.69475927104565	0.500478977810851	1	0.750478748391108	1	NA	abundance	93	5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	hallii
ASV163	Lifestage	.L	Lifestage.L	-4.95614269223095	0.784059577214013	0.294264409863334	0.0547772707742328	1	0.106553992154992	1	NA	abundance	93	6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
ASV163	Location	UP	LocationUP	4.78488684017186	0.270818222333988	0.314586504607456	0.0805505185292101	1	0.154612651023096	1	NA	abundance	93	6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
ASV1838	Lifestage	.L	Lifestage.L	0.784059577214013	0.784059577214013	0.713623632811424	1	1	0.684416815173257	1	NA	abundance	93	10	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	amycolatum
ASV1838	Location	UP	LocationUP	0.560937838188833	0.270818222333988	0.952826321008324	0.787114794578247	1	0.954679889312538	1	NA	abundance	93	10	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	amycolatum
ASV2091	Lifestage	.L	Lifestage.L	0.630725880055294	0.784059577214013	0.56497870651498	0.834986937898645	1	0.162927983451056	1	NA	abundance	93	7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	simplex
ASV2091	Location	UP	LocationUP	0.270818222333988	0.270818222333988	0.76150785016197	1	1	0.436672129184645	1	NA	abundance	93	7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	simplex
ASV2159	Lifestage	.L	Lifestage.L	0.218607521504646	0.784059577214013	0.877033202907638	0.602767856967539	1	0.842206624541839	1	NA	abundance	93	5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	marinus
ASV2159	Location	UP	LocationUP	-2.16240450209711	0.270818222333988	1.2403122502035	0.209538475044501	1	0.375170577565028	1	NA	abundance	93	5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	marinus
ASV260	Lifestage	.L	Lifestage.L	-1.45376794489114	0.784059577214013	0.6195735354161	0.0582886821679294	1	0.113179793866985	1	NA	abundance	93	6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	taeniospiralis
ASV260	Location	UP	LocationUP	-0.30829954875262	0.270818222333988	0.826098047221466	0.580965941660861	1	0.824410457951831	1	NA	abundance	93	6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	taeniospiralis
ASV280	Lifestage	.L	Lifestage.L	1.25701447062083	0.784059577214013	0.456523337862066	0.433900546186686	1	0.123165691893271	1	NA	abundance	93	42	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	fungorum
ASV280	Location	UP	LocationUP	0.0463187244002658	0.270818222333988	0.634602094729486	0.772824193446706	1	0.265394881405546	1	NA	abundance	93	42	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	fungorum
ASV3	Lifestage	.L	Lifestage.L	3.29381997909623	0.784059577214013	1.91674716450103	0.21021662841072	1	0.000663491649946268	0.1333618216392	NA	abundance	93	22	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	moraviensis
ASV340	Lifestage	.L	Lifestage.L	1.24795543164829	0.784059577214013	0.75901865768829	0.580616206051609	1	0.0118018363572371	0.790723035934883	NA	abundance	93	16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis
ASV340	Location	UP	LocationUP	-0.0982185831574058	0.270818222333988	0.715609653198	0.667485867576591	1	0.784743221867005	1	NA	abundance	93	16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis
ASV3493	Lifestage	.L	Lifestage.L	-1.01672270716265	0.784059577214013	1.42294144210932	0.271579385976247	1	0.0945098621622036	1	NA	abundance	93	8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa
ASV3493	Location	UP	LocationUP	0.242535517031201	0.270818222333988	1.5369524192215	0.986231901420367	1	0.347384987750675	1	NA	abundance	93	8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa
ASV3913	Lifestage	.L	Lifestage.L	1.43249214837864	0.784059577214013	1.12739856029866	0.593113355220371	1	0.0623093004004779	1	NA	abundance	93	10	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	putida
ASV3913	Location	UP	LocationUP	-0.449044111681066	0.270818222333988	1.04376824757913	0.539577553725561	1	0.309431300160494	1	NA	abundance	93	10	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	putida
ASV423	Location	UP	LocationUP	-0.344244617776123	0.270818222333988	0.487941781391729	0.383917641824402	1	0.554270901756552	1	NA	abundance	93	23	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	caprae
ASV4339	Lifestage	.L	Lifestage.L	2.93047556834998	0.784059577214013	1.50973667752401	0.259403956069168	1	0.237168372946001	1	NA	abundance	93	6	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	frigidaquae
ASV4339	Location	UP	LocationUP	-2.62730040554672	0.270818222333988	2.13509008496655	0.27357635652589	1	0.237190713153786	1	NA	abundance	93	6	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	frigidaquae
ASV465	Lifestage	.L	Lifestage.L	-1.37469556083671	0.784059577214013	2.1218300328408	0.510491102519322	1	0.658664511688715	1	NA	abundance	93	6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheonhonense
ASV465	Location	UP	LocationUP	-1.45166930421682	0.270818222333988	1.65403137346397	0.413181696015093	1	0.254799771451442	1	NA	abundance	93	6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheonhonense
ASV468	Lifestage	.L	Lifestage.L	-0.114567375474526	0.784059577214013	0.325141688241291	0.0978879609794528	1	0.06658572288626	1	NA	abundance	93	69	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	stevensii
ASV468	Location	UP	LocationUP	0.818769780587737	0.270818222333988	0.456455032713481	0.403878142893763	1	0.171764918861433	1	NA	abundance	93	69	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	stevensii
ASV477	Lifestage	.L	Lifestage.L	0.207070121435849	0.784059577214013	0.832532288236745	0.531144135805275	1	0.0272904035069629	0.914228517483257	NA	abundance	93	14	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	aurantiacum
ASV477	Location	UP	LocationUP	1.38566885753554	0.270818222333988	0.832532288236745	0.264337602827813	1	0.458800837386871	1	NA	abundance	93	14	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	aurantiacum
ASV5	Lifestage	.L	Lifestage.L	2.91502747468598	0.784059577214013	2.26666037678904	0.359657407253462	1	0.00108627203999672	0.138273490329358	NA	abundance	93	23	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Trichorickettsia	mobilis
ASV5	Location	UP	LocationUP	2.69737452483643	0.270818222333988	1.31376110905889	0.0990918119625011	1	0.188364436726991	1	NA	abundance	93	23	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Trichorickettsia	mobilis
ASV503	Lifestage	.L	Lifestage.L	-0.79107925417956	0.784059577214013	0.633099223531361	0.0814784936495077	1	0.156318242371623	1	NA	abundance	93	10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	brachiatum
ASV503	Location	UP	LocationUP	-1.28277799319442	0.270818222333988	0.469425340119204	0.0781965499224097	1	0.150278399425052	1	NA	abundance	93	10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	brachiatum
ASV5414	Location	UP	LocationUP	1.49878991241882	0.270818222333988	2.05253009038914	0.654932717417176	1	0.606618628524807	1	NA	abundance	93	4	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	epidermidis
ASV622	Lifestage	.L	Lifestage.L	4.22713225614778	0.784059577214013	0.378044210329226	0.0770496253321131	1	0.148162605900407	1	NA	abundance	93	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aryabhattai
ASV622	Location	UP	LocationUP	-2.42651669621136	0.270818222333988	0.414024277857058	0.137024252896444	1	0.255272859911059	1	NA	abundance	93	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aryabhattai
ASV624	Lifestage	.L	Lifestage.L	-0.521017000765179	0.784059577214013	1.37567621292323	0.361341598132811	1	0.000232519406072643	0.0934728012412026	NA	abundance	93	28	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	nealsonii
ASV624	Location	UP	LocationUP	1.26190985149039	0.270818222333988	0.729562484156285	0.263180825808241	1	0.457097504543374	1	NA	abundance	93	28	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	nealsonii
ASV730	Lifestage	.L	Lifestage.L	-2.22379278351665	0.784059577214013	1.72130699752653	0.190422863953207	1	0.344584860790272	1	NA	abundance	93	8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	subvibrioides
ASV730	Location	UP	LocationUP	7.48302479066027	0.270818222333988	1.84451278662318	0.0978609452359929	1	0.186145125869504	1	NA	abundance	93	8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	subvibrioides
ASV74	Lifestage	.L	Lifestage.L	3.03699959176543	0.784059577214013	1.35134335352269	0.206075550522032	1	0.369683968521105	1	NA	abundance	93	6	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	fascians
ASV74	Location	UP	LocationUP	6.39751943923253	0.270818222333988	1.91108809797453	0.0531182425626272	1	0.103414937432312	1	NA	abundance	93	6	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	fascians
ASV847	Lifestage	.L	Lifestage.L	0.313593984321897	0.784059577214013	1.03786858528152	0.669141451852479	1	0.231775811005744	1	NA	abundance	93	14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	jeotgali
ASV847	Location	UP	LocationUP	1.17812344761736	0.270818222333988	1.4677678292661	0.558082407206886	1	0.143235528481611	1	NA	abundance	93	14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	jeotgali
ASV869	Lifestage	.L	Lifestage.L	2.44079811191449	0.784059577214013	2.87892894258927	0.593245093579777	1	0.513123554830915	1	NA	abundance	93	7	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
ASV869	Location	UP	LocationUP	-0.85101185950344	0.270818222333988	4.07142035571819	0.795319878572593	1	0.408846658696221	1	NA	abundance	93	7	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
ASV870	Lifestage	.L	Lifestage.L	1.81129066457782	0.784059577214013	0.737106517043013	0.234558397697547	1	0.0242515392416599	0.914228517483257	NA	abundance	93	17	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	tuberculostearicum
ASV870	Location	UP	LocationUP	1.89593107997046	0.270818222333988	0.885891780892417	0.129968672583679	1	0.243045489314195	1	NA	abundance	93	17	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	tuberculostearicum
ASV904	Lifestage	.L	Lifestage.L	0.875401918614506	0.784059577214013	0.787021138695706	0.915684172888208	1	0.340595644090903	1	NA	abundance	93	12	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	vibrioides
ASV904	Location	UP	LocationUP	1.44474902885242	0.270818222333988	1.06424682228793	0.330958002189868	1	0.552382805166227	1	NA	abundance	93	12	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	vibrioides
ASV10083	Lifestage	.L	Lifestage.L	-8.04559230940992	0	143.116340771833	0.955168821755331	1	0.955168821755331	1	NA	prevalence	93	2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	pelagi
ASV10083	Location	UP	LocationUP	10.9489670195657	0	151.132306970285	0.942246789155609	1	0.942246789155609	1	NA	prevalence	93	2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	pelagi
ASV1025	Lifestage	.L	Lifestage.L	11.2960929564301	0	154.847385297037	0.941846027969975	1	0.941846027969975	1	NA	prevalence	93	11	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	aureus
ASV1025	Location	UP	LocationUP	-3.33004933245208	0	1.5978671845487	0.0371548096515935	1	0.0371548096515935	1	NA	prevalence	93	11	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	aureus
ASV1037	Lifestage	.L	Lifestage.L	-1.4456590802408	0	0.77320807412415	0.0615269371913252	1	0.119268310382505	1	NA	prevalence	93	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	acetylicum
ASV1037	Location	UP	LocationUP	-0.567465211523258	0	0.781005420260596	0.467481484432253	1	0.716424030577523	1	NA	prevalence	93	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	acetylicum
ASV10375	Lifestage	.L	Lifestage.L	9.643284096539	0	542.473825474677	0.98581715481975	1	0.98581715481975	1	NA	prevalence	93	2	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	multivorum
ASV10375	Location	UP	LocationUP	-11.4305265064118	0	222.807116994694	0.959084603383043	1	0.959084603383043	1	NA	prevalence	93	2	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	multivorum
ASV1045	Lifestage	.L	Lifestage.L	-0.53385524361685	0	0.531503839938309	0.315174258853123	1	0.246357210093883	1	NA	prevalence	93	9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	globiformis
ASV1045	Location	UP	LocationUP	-1.33805512405351	0	0.835713017159601	0.109356093906409	1	0.20675343253835	1	NA	prevalence	93	9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	globiformis
ASV1054	Lifestage	.L	Lifestage.L	9.46911162561028	0	268.522545520686	0.971869429509207	1	0.971869429509207	1	NA	prevalence	93	4	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis
ASV1054	Location	UP	LocationUP	0.146576862703904	0	1.04788851716237	0.888756148057219	1	0.888756148057219	1	NA	prevalence	93	4	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis
ASV1056	Lifestage	.L	Lifestage.L	-0.319638058232321	0	0.680621462431289	0.638621696164535	1	0.638621696164535	1	NA	prevalence	93	5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	sanguineus
ASV1056	Location	UP	LocationUP	-13.7845575534764	0	427.03777136876	0.974249172604359	1	0.974249172604359	1	NA	prevalence	93	5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	sanguineus
ASV1064	Lifestage	.L	Lifestage.L	-7.90507944356939	0	73.5173732105984	0.914371156341696	1	0.914371156341696	1	NA	prevalence	93	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus
ASV1064	Location	UP	LocationUP	-0.787898653194466	0	0.919991717404096	0.39176589866216	1	0.39176589866216	1	NA	prevalence	93	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus
ASV10659	Lifestage	.L	Lifestage.L	0.0477724068227321	0	1.01149268963926	0.962330227240798	1	0.962330227240798	1	NA	prevalence	93	2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rhamnosus
ASV10659	Location	UP	LocationUP	0.0679299046988531	0	1.43046704566086	0.96212435787819	1	0.96212435787819	1	NA	prevalence	93	2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rhamnosus
ASV10697	Lifestage	.L	Lifestage.L	-9.56275019880347	0	384.788593657424	0.980173046869395	1	0.980173046869395	1	NA	prevalence	93	3	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Finniella	lucida
ASV10697	Location	UP	LocationUP	0.737554882509212	0	1.26050815748841	0.558463645008918	1	0.558463645008918	1	NA	prevalence	93	3	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Finniella	lucida
ASV1071	Lifestage	.L	Lifestage.L	-8.9785615731521	0	226.804144784029	0.968422160184216	1	0.968422160184216	1	NA	prevalence	93	3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinilyticum	aquatile
ASV1071	Location	UP	LocationUP	-13.2903049918521	0	441.762910201897	0.975999502176811	1	0.975999502176811	1	NA	prevalence	93	3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinilyticum	aquatile
ASV1079	Lifestage	.L	Lifestage.L	0.252343318336535	0	0.564830832563329	0.655048999999245	1	0.881008807598479	1	NA	prevalence	93	7	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	undae
ASV1079	Location	UP	LocationUP	-0.906315952656971	0	0.86498757164184	0.294740365479904	1	0.50260884791658	1	NA	prevalence	93	7	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	undae
