"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"ASV1064"	"Location"	"UP"	"LocationUP"	-2.69911962317484	0.287752426131588	1.01883459902246	0.229233660010603	1	0.336741762490047	1	NA	"abundance"	92	5
"ASV1107"	"Lifestage"	".L"	"Lifestage.L"	2.25641796286185	1.30538804105873	0.876530948909033	0.348673474613245	1	0.429497488008231	1	NA	"abundance"	92	11
"ASV1107"	"Location"	"UP"	"LocationUP"	1.48333082492202	0.287752426131588	1.36302610802945	0.428081644828514	1	0.672909395017942	1	NA	"abundance"	92	11
"ASV1158"	"Lifestage"	".L"	"Lifestage.L"	2.14173539611179	1.30538804105873	6.05796807450907	0.912677921921704	1	0.193437139925807	1	NA	"abundance"	92	6
"ASV1158"	"Location"	"UP"	"LocationUP"	-0.00465404753553797	0.287752426131588	4.60131634601419	0.95398073334376	1	0.577920405756035	1	NA	"abundance"	92	6
"ASV14"	"Location"	"UP"	"LocationUP"	0.753656943048228	0.287752426131588	0.449546182482354	0.482838213900821	1	0.45871035136593	1	NA	"abundance"	92	50
"ASV147"	"Lifestage"	".L"	"Lifestage.L"	1.02136708171859	1.30538804105873	0.40134242432804	0.59675252187929	1	0.59675252187929	1	NA	"abundance"	92	38
"ASV1485"	"Lifestage"	".L"	"Lifestage.L"	1.50304063526462	1.30538804105873	1.44617463329874	0.904504695926386	1	0.815462007045721	1	NA	"abundance"	92	5
"ASV1485"	"Location"	"UP"	"LocationUP"	-2.79885084089258	0.287752426131588	2.04519977997102	0.277667235125944	1	0.478235376789402	1	NA	"abundance"	92	5
"ASV1536"	"Lifestage"	".L"	"Lifestage.L"	1.19802741370223	1.30538804105873	0.57904453189346	0.872380199202654	1	6.75483021702251e-06	0.000415149161959694	NA	"abundance"	92	33
"ASV1536"	"Location"	"UP"	"LocationUP"	0.531867502431041	0.287752426131588	0.477545042897476	0.717413517088505	1	0.920144879675711	1	NA	"abundance"	92	33
"ASV163"	"Lifestage"	".L"	"Lifestage.L"	2.22927204515132	1.30538804105873	1.45600172382004	0.539148345108982	1	0.00115429428033997	0.0310771537014608	NA	"abundance"	92	22
"ASV1832"	"Location"	"UP"	"LocationUP"	-0.178411594081607	0.287752426131588	0.988244722926801	0.671828973144631	1	0.293992488670068	1	NA	"abundance"	92	12
"ASV1977"	"Lifestage"	".L"	"Lifestage.L"	0.445316797041876	1.30538804105873	0.713753708422292	0.289745114876563	1	0.000403943147270514	0.0117816751287233	NA	"abundance"	92	23
"ASV1977"	"Location"	"UP"	"LocationUP"	0.847405261751369	0.287752426131588	0.713897245960456	0.517408467549415	1	0.598649808233169	1	NA	"abundance"	92	23
"ASV260"	"Lifestage"	".L"	"Lifestage.L"	0.674433445670515	1.30538804105873	1.51180335470289	0.679921798760199	1	3.62839172737604e-07	6.34968552290807e-05	NA	"abundance"	92	44
"ASV260"	"Location"	"UP"	"LocationUP"	-0.551084799864793	0.287752426131588	0.628141523992255	0.290009943385963	1	0.495914119509197	1	NA	"abundance"	92	44
"ASV262"	"Lifestage"	".L"	"Lifestage.L"	1.31474768985859	1.30538804105873	0.554918738729913	0.988487088814284	1	6.55674460849527e-08	2.29486061297335e-05	NA	"abundance"	92	46
"ASV262"	"Location"	"UP"	"LocationUP"	0.617635436168265	0.287752426131588	0.524644955612486	0.642115532841107	1	0.762005946150853	1	NA	"abundance"	92	46
"ASV3"	"Location"	"UP"	"LocationUP"	0.100654162145548	0.287752426131588	0.798435037071898	0.837113211545977	1	0.385490267010485	1	NA	"abundance"	92	42
"ASV3132"	"Location"	"UP"	"LocationUP"	1.35982858191087	0.287752426131588	1.0807692935186	0.37660222017015	1	0.611375208103214	1	NA	"abundance"	92	15
"ASV340"	"Lifestage"	".L"	"Lifestage.L"	1.73883343685657	1.30538804105873	0.886230406840946	0.648229157992073	1	0.0545100958167571	0.596204172995781	NA	"abundance"	92	22
"ASV340"	"Location"	"UP"	"LocationUP"	1.96387343703094	0.287752426131588	1.19232893201385	0.208738901169845	1	0.185940483819847	1	NA	"abundance"	92	22
"ASV3605"	"Location"	"UP"	"LocationUP"	0.353001440219398	0.287752426131588	0.541576593283949	0.927582516266843	1	0.00315106143197073	0.0735247667459837	NA	"abundance"	92	18
"ASV40"	"Lifestage"	".L"	"Lifestage.L"	1.34264465589333	1.30538804105873	2.83423393396321	0.989703903837238	1	0.0211669094116793	0.370420914704387	NA	"abundance"	92	13
"ASV40"	"Location"	"UP"	"LocationUP"	0.0061345248153871	0.287752426131588	2.3141423166303	0.907607609352227	1	0.234384975291575	1	NA	"abundance"	92	13
"ASV4023"	"Location"	"UP"	"LocationUP"	0.352544981505745	0.287752426131588	1.27256874009846	0.96260073858712	1	0.238894894947016	1	NA	"abundance"	92	10
"ASV4094"	"Location"	"UP"	"LocationUP"	1.1017250990097	0.287752426131588	1.38672669537167	0.596173893484784	1	0.626386438189218	1	NA	"abundance"	92	8
"ASV423"	"Lifestage"	".L"	"Lifestage.L"	2.68343990844788	1.30538804105873	1.50613382729008	0.469989099646389	1	0.562510645743334	1	NA	"abundance"	92	6
"ASV423"	"Location"	"UP"	"LocationUP"	-5.18813071578625	0.287752426131588	1.99539543926856	0.244018728266008	1	0.428492316787456	1	NA	"abundance"	92	6
"ASV465"	"Lifestage"	".L"	"Lifestage.L"	1.00818407947292	1.30538804105873	0.61015608983109	0.671992067041082	1	0.150897138500312	1	NA	"abundance"	92	22
"ASV477"	"Lifestage"	".L"	"Lifestage.L"	3.27480165821345	1.30538804105873	1.64155319491414	0.289449441147286	1	0.239183219145209	1	NA	"abundance"	92	8
"ASV477"	"Location"	"UP"	"LocationUP"	0.34709775104386	0.287752426131588	2.32150679160446	0.98068714547815	1	0.306310517438985	1	NA	"abundance"	92	8
"ASV488"	"Lifestage"	".L"	"Lifestage.L"	1.29602839225888	1.30538804105873	1.47576909537255	0.995001127735176	1	6.50625295933408e-05	0.00284648566970866	NA	"abundance"	92	31
"ASV488"	"Location"	"UP"	"LocationUP"	1.07883422100211	0.287752426131588	0.760104483890303	0.3831814875538	1	0.23420801216536	1	NA	"abundance"	92	31
"ASV499"	"Lifestage"	".L"	"Lifestage.L"	1.91198412850759	1.30538804105873	0.642381660247473	0.41542842714775	1	1.54091868926428e-05	0.00077045934463214	NA	"abundance"	92	44
"ASV499"	"Location"	"UP"	"LocationUP"	0.263316355731049	0.287752426131588	0.375653857758394	0.96768279752272	1	0.706609494779074	1	NA	"abundance"	92	44
"ASV622"	"Lifestage"	".L"	"Lifestage.L"	1.62577732976708	1.30538804105873	0.891933279315378	0.747844205579655	1	0.158458007242411	1	NA	"abundance"	92	11
"ASV622"	"Location"	"UP"	"LocationUP"	0.216938162469433	0.287752426131588	1.23705483773195	0.958362757866222	1	0.465091160957148	1	NA	"abundance"	92	11
"ASV624"	"Lifestage"	".L"	"Lifestage.L"	1.33372463774435	1.30538804105873	0.780908546815107	0.97321482778509	1	0.000282327173061633	0.00898313732468831	NA	"abundance"	92	27
"ASV624"	"Location"	"UP"	"LocationUP"	0.522864598682965	0.287752426131588	0.785187529787511	0.795478060308045	1	0.957269326892441	1	NA	"abundance"	92	27
"ASV638"	"Lifestage"	".L"	"Lifestage.L"	3.1291660927125	1.30538804105873	1.18719537831504	0.160767191570847	1	0.00166409646995224	0.0416024117488059	NA	"abundance"	92	20
"ASV638"	"Location"	"UP"	"LocationUP"	0.00947751764833912	0.287752426131588	0.735523237924168	0.757771917110469	1	0.776027050850655	1	NA	"abundance"	92	20
"ASV667"	"Lifestage"	".L"	"Lifestage.L"	-0.310690325357106	1.30538804105873	1.67663773900252	0.361547244392595	1	0.195958314650043	1	NA	"abundance"	92	13
"ASV667"	"Location"	"UP"	"LocationUP"	-0.452173262805732	0.287752426131588	2.16939564868826	0.742154126000118	1	0.890291365805255	1	NA	"abundance"	92	13
"ASV672"	"Lifestage"	".L"	"Lifestage.L"	1.46331936335481	1.30538804105873	2.42210548093487	0.948912778993425	1	0.00901301785868167	0.185562132384623	NA	"abundance"	92	14
"ASV672"	"Location"	"UP"	"LocationUP"	-0.587240135477898	0.287752426131588	1.76433758732385	0.634655361666793	1	0.866523295241178	1	NA	"abundance"	92	14
"ASV730"	"Lifestage"	".L"	"Lifestage.L"	2.94611515767139	1.30538804105873	1.38093658046949	0.271993547225119	1	0.0346053308176104	0.507890452897263	NA	"abundance"	92	14
"ASV730"	"Location"	"UP"	"LocationUP"	-0.916341610546644	0.287752426131588	1.58184671218364	0.473734460467026	1	0.331612768359202	1	NA	"abundance"	92	14
"ASV783"	"Lifestage"	".L"	"Lifestage.L"	0.907179519225856	1.30538804105873	1.02383208358246	0.715818571071108	1	0.919240915451933	1	NA	"abundance"	92	11
"ASV863"	"Lifestage"	".L"	"Lifestage.L"	1.95640429634487	1.30538804105873	1.07500155224602	0.563371983452681	1	7.11684277645189e-06	0.000415149161959694	NA	"abundance"	92	33
"ASV863"	"Location"	"UP"	"LocationUP"	0.802774478588877	0.287752426131588	0.757161059155596	0.562669443923077	1	0.0268334062778767	0.447223437964611	NA	"abundance"	92	33
"ASV869"	"Lifestage"	".L"	"Lifestage.L"	-0.58234583839446	1.30538804105873	0.96619232623018	0.207204028117582	1	0.122296112921699	1	NA	"abundance"	92	7
"ASV869"	"Location"	"UP"	"LocationUP"	0.312188496532126	0.287752426131588	0.967870800194045	0.983424840625452	1	0.365510197421533	1	NA	"abundance"	92	7
"ASV904"	"Location"	"UP"	"LocationUP"	-1.09281638368263	0.287752426131588	3.62660691964143	0.72834755308986	1	0.391437699345219	1	NA	"abundance"	92	5
"ASV944"	"Location"	"UP"	"LocationUP"	2.52105893870844	0.287752426131588	1.19699417850035	0.161613465513807	1	0.297108018792232	1	NA	"abundance"	92	9
"ASV10208"	"Lifestage"	".L"	"Lifestage.L"	8.55263478577812	0	165.146051186845	0.958697370843925	1	0.958697370843925	1	NA	"prevalence"	92	2
"ASV10208"	"Location"	"UP"	"LocationUP"	12.8841944064012	0	325.539319112484	0.968429569025032	1	0.968429569025032	1	NA	"prevalence"	92	2
"ASV10292"	"Lifestage"	".L"	"Lifestage.L"	-9.68254149474564	0	185.805150218464	0.958440036676798	1	0.958440036676798	1	NA	"prevalence"	92	9
"ASV10292"	"Location"	"UP"	"LocationUP"	0.861352707296164	0	0.785156153140977	0.272621122531478	1	0.272621122531478	1	NA	"prevalence"	92	9
"ASV1030"	"Lifestage"	".L"	"Lifestage.L"	7.96851461360249	0	74.3553323248761	0.914655676325395	1	0.914655676325395	1	NA	"prevalence"	92	4
"ASV1030"	"Location"	"UP"	"LocationUP"	11.3427149544789	0	112.88462451069	0.919962782765446	1	0.919962782765446	1	NA	"prevalence"	92	4
"ASV10339"	"Lifestage"	".L"	"Lifestage.L"	7.50734740088842	0	93.9836833337462	0.936333282490261	1	0.936333282490261	1	NA	"prevalence"	92	2
"ASV10339"	"Location"	"UP"	"LocationUP"	-0.0941101629430542	0	1.44735555488192	0.948156368299182	1	0.948156368299182	1	NA	"prevalence"	92	2
"ASV1037"	"Lifestage"	".L"	"Lifestage.L"	0.46731374191533	0	0.56401237218046	0.407357795235769	1	0.648775217132192	1	NA	"prevalence"	92	8
"ASV1037"	"Location"	"UP"	"LocationUP"	0.587568588911819	0	0.801483158247323	0.463496461893253	1	0.712163953598943	1	NA	"prevalence"	92	8
"ASV10534"	"Lifestage"	".L"	"Lifestage.L"	-7.10080623615413	0	41.8446608658255	0.865250447953048	1	0.865250447953048	1	NA	"prevalence"	92	4
"ASV10534"	"Location"	"UP"	"LocationUP"	-1.48695997632074	0	1.33395098321919	0.264977453612438	1	0.264977453612438	1	NA	"prevalence"	92	4
"ASV1056"	"Lifestage"	".L"	"Lifestage.L"	0.590053278839703	0	0.631355040787807	0.350003577558296	1	0.350003577558296	1	NA	"prevalence"	92	6
"ASV1056"	"Location"	"UP"	"LocationUP"	-0.0654221057548237	0	0.848983085108	0.938576311073255	1	0.938576311073255	1	NA	"prevalence"	92	6
"ASV10599"	"Lifestage"	".L"	"Lifestage.L"	1.1968892847573	0	1.1156061884929	0.283333923574377	1	0.283333923574377	1	NA	"prevalence"	92	2
"ASV10599"	"Location"	"UP"	"LocationUP"	-0.127360589013215	0	1.21373786256726	0.916429343406479	1	0.916429343406479	1	NA	"prevalence"	92	2
"ASV1064"	"Lifestage"	".L"	"Lifestage.L"	0.389356217928638	0	0.675997012320219	0.564633240863936	1	0.803091447779354	1	NA	"prevalence"	92	5
"ASV1064"	"Location"	"UP"	"LocationUP"	-1.51577390147527	0	1.14507938676392	0.185593321791899	1	0.336741762490047	1	NA	"prevalence"	92	5
"ASV1079"	"Lifestage"	".L"	"Lifestage.L"	8.20100017784206	0	88.306378467773	0.926006957918715	1	0.926006957918715	1	NA	"prevalence"	92	4
"ASV1079"	"Location"	"UP"	"LocationUP"	1.27669651605068	0	1.26348787458009	0.312277774744353	1	0.312277774744353	1	NA	"prevalence"	92	4
"ASV1084"	"Lifestage"	".L"	"Lifestage.L"	-10.1325383020003	0	58.0434217611633	0.861418901783433	1	0.861418901783433	1	NA	"prevalence"	92	23
"ASV1084"	"Location"	"UP"	"LocationUP"	0.749735696616408	0	0.722217257158486	0.299222236860078	1	0.299222236860078	1	NA	"prevalence"	92	23
"ASV10850"	"Lifestage"	".L"	"Lifestage.L"	9.68609792366759	0	384.094280011762	0.979881062215593	1	0.979881062215593	1	NA	"prevalence"	92	2
"ASV10850"	"Location"	"UP"	"LocationUP"	-0.0953024661351188	0	1.44753501559708	0.947506991552946	1	0.947506991552946	1	NA	"prevalence"	92	2
"ASV1107"	"Lifestage"	".L"	"Lifestage.L"	0.590895738398594	0	0.507922045916699	0.244683833092546	1	0.429497488008231	1	NA	"prevalence"	92	11
"ASV1107"	"Location"	"UP"	"LocationUP"	-0.195729416387487	0	0.701646865401316	0.780277702091279	1	0.672909395017942	1	NA	"prevalence"	92	11
"ASV1119"	"Lifestage"	".L"	"Lifestage.L"	8.94669260785466	0	226.619730732654	0.968508593631819	1	0.968508593631819	1	NA	"prevalence"	92	4
"ASV1119"	"Location"	"UP"	"LocationUP"	-0.0996979396532471	0	1.04892244464794	0.924276731927348	1	0.924276731927348	1	NA	"prevalence"	92	4
"ASV1120"	"Lifestage"	".L"	"Lifestage.L"	-10.7418328716904	0	159.838283169512	0.946418997522148	1	0.946418997522148	1	NA	"prevalence"	92	29
"ASV1147"	"Lifestage"	".L"	"Lifestage.L"	7.59952829680262	0	87.6789209175093	0.930930231070122	1	0.930930231070122	1	NA	"prevalence"	92	2
"ASV1147"	"Location"	"UP"	"LocationUP"	-0.128563343880744	0	1.47518690083966	0.930551848281233	1	0.930551848281233	1	NA	"prevalence"	92	2
"ASV1158"	"Location"	"UP"	"LocationUP"	-0.860716950337915	0	0.921575936431718	0.35032346952967	1	0.577920405756035	1	NA	"prevalence"	92	6
"ASV1161"	"Lifestage"	".L"	"Lifestage.L"	8.67943315100815	0	134.051092632864	0.948375280010603	1	0.948375280010603	1	NA	"prevalence"	92	4
"ASV1161"	"Location"	"UP"	"LocationUP"	-0.0996904733130584	0	1.04891695062035	0.924281990357187	1	0.924281990357187	1	NA	"prevalence"	92	4
"ASV1201"	"Lifestage"	".L"	"Lifestage.L"	8.37954779372536	0	156.022155202067	0.957168269116386	1	0.957168269116386	1	NA	"prevalence"	92	2
