feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV869	Lifestage	.L	Lifestage.L	1.45744357742259	0	0.784333407749135	0.0631414796895418	0.670878221701381	0.122296112921699	1	NA	prevalence	92	7	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
ASV944	Lifestage	.L	Lifestage.L	-0.844725032388831	1.30538804105873	0.84749276646537	0.0655159223782612	0.679128463677098	0.126739508671448	1	NA	abundance	92	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinibacter	fontanus
ASV280	Location	UP	LocationUP	-1.27092933047632	0	0.705057145945386	0.0714525462465903	0.72303171797145	0.0714525462465903	0.757830035948685	NA	prevalence	92	13	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	fungorum
ASV4023	Lifestage	.L	Lifestage.L	-2.00516524715798	1.30538804105873	1.53592910035367	0.0754705839957765	0.741693230288267	0.0518427537356482	0.596204172995781	NA	abundance	92	10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	tructae
ASV3132	Lifestage	.L	Lifestage.L	-1.03701486708774	0	0.58607013758787	0.0768207818192136	0.741693230288267	0.147740131119112	1	NA	prevalence	92	15	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheniae
ASV465	Lifestage	.L	Lifestage.L	-0.677850088160798	0	0.385302636869582	0.0785322243834636	0.741693230288267	0.150897138500312	1	NA	prevalence	92	22	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheonhonense
ASV1045	Location	UP	LocationUP	-1.46541821429315	0	0.838326202332776	0.0804590676508332	0.743371820687046	0.154444473734425	1	NA	prevalence	92	9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	globiformis
ASV622	Lifestage	.L	Lifestage.L	0.91113583985444	0	0.524984922582105	0.0826440206999307	0.747312953137672	0.158458007242411	1	NA	prevalence	92	11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	aryabhattai
ASV3132	Lifestage	.L	Lifestage.L	-0.263936169841756	1.30538804105873	0.808773682098467	0.103666983663458	0.831291850131507	0.147740131119112	1	NA	abundance	92	15	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheniae
ASV702	Location	UP	LocationUP	-1.06555223682724	0.287752426131588	0.622737409074782	0.098487175116895	0.831291850131507	0.187274626571284	1	NA	abundance	92	33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	blasticus
ASV1158	Lifestage	.L	Lifestage.L	1.30674581095746	0	0.798912251050425	0.101911552198675	0.831291850131507	0.193437139925807	1	NA	prevalence	92	6	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	obeum
ASV1931	Lifestage	.L	Lifestage.L	-1.42428195578966	0	0.867868203902947	0.10077105177819	0.831291850131507	0.10077105177819	1	NA	prevalence	92	6	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	gasigenes
ASV340	Location	UP	LocationUP	-0.86296865175729	0	0.521156290206193	0.0977475319068655	0.831291850131507	0.185940483819847	1	NA	prevalence	92	22	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis
ASV667	Lifestage	.L	Lifestage.L	0.740871160734503	0	0.454805510574583	0.10331628466334	0.831291850131507	0.195958314650043	1	NA	prevalence	92	13	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	cosmopolitanus
ASV783	Location	UP	LocationUP	3.05495029276709	0.287752426131588	1.42359331261911	0.109446556489619	0.861384935334966	0.206914564251803	1	NA	abundance	92	11	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	bifermentans
ASV163	Location	UP	LocationUP	-1.37293018068595	0.287752426131588	0.866313507697806	0.112350739038643	0.868164801662243	0.212078789514757	1	NA	abundance	92	22	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
ASV1597	Location	UP	LocationUP	-1.78087006679225	0	1.1288750136613	0.114666320496041	0.870235468050311	0.0326632675560313	0.507890452897263	NA	prevalence	92	6	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	aurantiacus
ASV40	Location	UP	LocationUP	1.03882998117445	0	0.677160394976522	0.125005700185181	0.875718540072648	0.234384975291575	1	NA	prevalence	92	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae
ASV4023	Location	UP	LocationUP	-1.28497976624789	0	0.843335120834842	0.127586620315241	0.875718540072648	0.238894894947016	1	NA	prevalence	92	10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	tructae
ASV42	Location	UP	LocationUP	-1.9914231576878	0	1.29298231490615	0.123516925379794	0.875718540072648	0.123516925379794	1	NA	prevalence	92	7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	saccharobutylicum
ASV477	Lifestage	.L	Lifestage.L	0.928890478536654	0	0.609897466855903	0.12775188114001	0.875718540072648	0.239183219145209	1	NA	prevalence	92	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	aurantiacum
ASV488	Location	UP	LocationUP	1.04999669194331	0	0.68425599191877	0.124904583582659	0.875718540072648	0.23420801216536	1	NA	prevalence	92	31	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	defluvii
ASV944	Lifestage	.L	Lifestage.L	-0.902087995248418	0	0.589989903006032	0.126267203060733	0.875718540072648	0.126739508671448	1	NA	prevalence	92	9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Chitinibacter	fontanus
ASV1037	Lifestage	.L	Lifestage.L	0.760459081324217	1.30538804105873	1.60095226589784	0.748131725908753	1	0.648775217132192	1	NA	abundance	92	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	acetylicum
ASV1037	Location	UP	LocationUP	-0.863910920472492	0.287752426131588	2.26408840714466	0.634838718410651	1	0.712163953598943	1	NA	abundance	92	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	acetylicum
ASV1045	Location	UP	LocationUP	0.838302078270026	0.287752426131588	0.82773683302424	0.595012280901239	1	0.154444473734425	1	NA	abundance	92	9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	globiformis
ASV1064	Lifestage	.L	Lifestage.L	0.768093733698246	1.30538804105873	0.545446452785847	0.556256208808906	1	0.803091447779354	1	NA	abundance	92	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus
ASV1064	Location	UP	LocationUP	-2.69911962317484	0.287752426131588	1.01883459902246	0.229233660010603	1	0.336741762490047	1	NA	abundance	92	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	flexus
ASV1107	Lifestage	.L	Lifestage.L	2.25641796286185	1.30538804105873	0.876530948909033	0.348673474613245	1	0.429497488008231	1	NA	abundance	92	11	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	sasangense
ASV1107	Location	UP	LocationUP	1.48333082492202	0.287752426131588	1.36302610802945	0.428081644828514	1	0.672909395017942	1	NA	abundance	92	11	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	sasangense
ASV1158	Lifestage	.L	Lifestage.L	2.14173539611179	1.30538804105873	6.05796807450907	0.912677921921704	1	0.193437139925807	1	NA	abundance	92	6	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	obeum
ASV1158	Location	UP	LocationUP	-0.00465404753553797	0.287752426131588	4.60131634601419	0.95398073334376	1	0.577920405756035	1	NA	abundance	92	6	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	obeum
ASV14	Location	UP	LocationUP	0.753656943048228	0.287752426131588	0.449546182482354	0.482838213900821	1	0.45871035136593	1	NA	abundance	92	50	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Mucinivorans	hirudinis
ASV147	Lifestage	.L	Lifestage.L	1.02136708171859	1.30538804105873	0.40134242432804	0.59675252187929	1	0.59675252187929	1	NA	abundance	92	38	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	ilealis
ASV1485	Lifestage	.L	Lifestage.L	1.50304063526462	1.30538804105873	1.44617463329874	0.904504695926386	1	0.815462007045721	1	NA	abundance	92	5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	hallii
ASV1485	Location	UP	LocationUP	-2.79885084089258	0.287752426131588	2.04519977997102	0.277667235125944	1	0.478235376789402	1	NA	abundance	92	5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	hallii
ASV1536	Lifestage	.L	Lifestage.L	1.19802741370223	1.30538804105873	0.57904453189346	0.872380199202654	1	6.75483021702251e-06	0.000415149161959694	NA	abundance	92	33	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	brunescens
ASV1536	Location	UP	LocationUP	0.531867502431041	0.287752426131588	0.477545042897476	0.717413517088505	1	0.920144879675711	1	NA	abundance	92	33	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	brunescens
ASV163	Lifestage	.L	Lifestage.L	2.22927204515132	1.30538804105873	1.45600172382004	0.539148345108982	1	0.00115429428033997	0.0310771537014608	NA	abundance	92	22	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
ASV1832	Location	UP	LocationUP	-0.178411594081607	0.287752426131588	0.988244722926801	0.671828973144631	1	0.293992488670068	1	NA	abundance	92	12	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	columnare
ASV1977	Lifestage	.L	Lifestage.L	0.445316797041876	1.30538804105873	0.713753708422292	0.289745114876563	1	0.000403943147270514	0.0117816751287233	NA	abundance	92	23	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	phototrophica
ASV1977	Location	UP	LocationUP	0.847405261751369	0.287752426131588	0.713897245960456	0.517408467549415	1	0.598649808233169	1	NA	abundance	92	23	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	phototrophica
ASV260	Lifestage	.L	Lifestage.L	0.674433445670515	1.30538804105873	1.51180335470289	0.679921798760199	1	3.62839172737604e-07	6.34968552290807e-05	NA	abundance	92	44	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	taeniospiralis
ASV260	Location	UP	LocationUP	-0.551084799864793	0.287752426131588	0.628141523992255	0.290009943385963	1	0.495914119509197	1	NA	abundance	92	44	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	taeniospiralis
ASV262	Lifestage	.L	Lifestage.L	1.31474768985859	1.30538804105873	0.554918738729913	0.988487088814284	1	6.55674460849527e-08	2.29486061297335e-05	NA	abundance	92	46	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	estertheticum
ASV262	Location	UP	LocationUP	0.617635436168265	0.287752426131588	0.524644955612486	0.642115532841107	1	0.762005946150853	1	NA	abundance	92	46	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	estertheticum
ASV3	Location	UP	LocationUP	0.100654162145548	0.287752426131588	0.798435037071898	0.837113211545977	1	0.385490267010485	1	NA	abundance	92	42	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	moraviensis
ASV3132	Location	UP	LocationUP	1.35982858191087	0.287752426131588	1.0807692935186	0.37660222017015	1	0.611375208103214	1	NA	abundance	92	15	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheniae
ASV340	Lifestage	.L	Lifestage.L	1.73883343685657	1.30538804105873	0.886230406840946	0.648229157992073	1	0.0545100958167571	0.596204172995781	NA	abundance	92	22	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis
ASV340	Location	UP	LocationUP	1.96387343703094	0.287752426131588	1.19232893201385	0.208738901169845	1	0.185940483819847	1	NA	abundance	92	22	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis
ASV3605	Location	UP	LocationUP	0.353001440219398	0.287752426131588	0.541576593283949	0.927582516266843	1	0.00315106143197073	0.0735247667459837	NA	abundance	92	18	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	acetoxidans
ASV40	Lifestage	.L	Lifestage.L	1.34264465589333	1.30538804105873	2.83423393396321	0.989703903837238	1	0.0211669094116793	0.370420914704387	NA	abundance	92	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae
ASV40	Location	UP	LocationUP	0.0061345248153871	0.287752426131588	2.3141423166303	0.907607609352227	1	0.234384975291575	1	NA	abundance	92	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae
ASV4023	Location	UP	LocationUP	0.352544981505745	0.287752426131588	1.27256874009846	0.96260073858712	1	0.238894894947016	1	NA	abundance	92	10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	tructae
ASV4094	Location	UP	LocationUP	1.1017250990097	0.287752426131588	1.38672669537167	0.596173893484784	1	0.626386438189218	1	NA	abundance	92	8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	lacus
ASV423	Lifestage	.L	Lifestage.L	2.68343990844788	1.30538804105873	1.50613382729008	0.469989099646389	1	0.562510645743334	1	NA	abundance	92	6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	caprae
ASV423	Location	UP	LocationUP	-5.18813071578625	0.287752426131588	1.99539543926856	0.244018728266008	1	0.428492316787456	1	NA	abundance	92	6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	caprae
ASV465	Lifestage	.L	Lifestage.L	1.00818407947292	1.30538804105873	0.61015608983109	0.671992067041082	1	0.150897138500312	1	NA	abundance	92	22	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	cheonhonense
ASV477	Lifestage	.L	Lifestage.L	3.27480165821345	1.30538804105873	1.64155319491414	0.289449441147286	1	0.239183219145209	1	NA	abundance	92	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	aurantiacum
ASV477	Location	UP	LocationUP	0.34709775104386	0.287752426131588	2.32150679160446	0.98068714547815	1	0.306310517438985	1	NA	abundance	92	8	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	aurantiacum
ASV488	Lifestage	.L	Lifestage.L	1.29602839225888	1.30538804105873	1.47576909537255	0.995001127735176	1	6.50625295933408e-05	0.00284648566970866	NA	abundance	92	31	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	defluvii
ASV488	Location	UP	LocationUP	1.07883422100211	0.287752426131588	0.760104483890303	0.3831814875538	1	0.23420801216536	1	NA	abundance	92	31	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	defluvii
ASV499	Lifestage	.L	Lifestage.L	1.91198412850759	1.30538804105873	0.642381660247473	0.41542842714775	1	1.54091868926428e-05	0.00077045934463214	NA	abundance	92	44	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	vulgare
