"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"ASV3902"	"Lifestage"	".L"	"Lifestage.L"	-2.45318092504672	0	0.765256947940366	0.0013473638086572	0.0408873094242513	0.00269291222808153	0.0722402975967958	NA	"prevalence"	91	19
"ASV1293"	"Location"	"UP"	"LocationUP"	4.72631925888243	0	1.50945885817256	0.00174132173435005	0.0490679588715069	0.00174132173435005	0.0537197755046992	NA	"prevalence"	91	15
"ASV3439"	"Lifestage"	".L"	"Lifestage.L"	-2.65287531704765	0	0.858523369700249	0.00200126586946451	0.0544482334830171	0.00399852667384873	0.102795456573528	NA	"prevalence"	91	15
"ASV944"	"Lifestage"	".L"	"Lifestage.L"	-1.12103852348348	0	0.374758978533599	0.00277739057406938	0.0730453720980248	0.00554706724973783	0.13690161972353	NA	"prevalence"	91	27
"ASV730"	"Lifestage"	".L"	"Lifestage.L"	-1.07257571528952	0	0.362330151978232	0.00307422861353228	0.0782440766476442	0.00613900634549631	0.143457265129227	NA	"prevalence"	91	31
"ASV499"	"Lifestage"	".L"	"Lifestage.L"	-1.73344394198826	0.0913725964000504	0.652167153602512	0.0113510448354808	0.191168855495808	3.35251910802498e-06	0.000517126072412854	NA	"abundance"	91	35
"ASV914"	"Lifestage"	".L"	"Lifestage.L"	-2.88964708670326	0.0913725964000504	1.0808569149178	0.0115925062155963	0.191168855495808	2.12370513912748e-05	0.00146541904805824	NA	"abundance"	91	31
"ASV1107"	"Lifestage"	".L"	"Lifestage.L"	1.41508158338918	0.0913725964000504	0.650577297463041	0.0612951857211	0.56896354745821	2.80464598154806e-05	0.00173046657061516	NA	"abundance"	91	29
"ASV1209"	"Lifestage"	".L"	"Lifestage.L"	-1.26200305082431	0.0913725964000504	0.796204799681295	0.114255552128483	0.781451907543607	0.000921569628503145	0.0334475565168495	NA	"abundance"	91	22
"ASV3902"	"Lifestage"	".L"	"Lifestage.L"	1.83944717272337	0.0913725964000504	1.07558947724745	0.12855941915776	0.808733469646072	0.00269291222808153	0.0722402975967958	NA	"abundance"	91	19
"ASV702"	"Lifestage"	".L"	"Lifestage.L"	-0.913917846560764	0.0913725964000504	0.659207176445496	0.144643914248581	0.839147414280368	8.44355715181029e-09	5.20967476266695e-06	NA	"abundance"	91	49
"ASV512"	"Lifestage"	".L"	"Lifestage.L"	-1.82313929221141	0.0913725964000504	1.31902278407031	0.167634875056842	0.890728089188123	0.0012617783070691	0.0432509564145351	NA	"abundance"	91	19
"ASV1084"	"Lifestage"	".L"	"Lifestage.L"	-1.52756629155498	0.0913725964000504	1.19110413231974	0.195487666934708	0.968704203657476	0.00185489109910606	0.0544984670546875	NA	"abundance"	91	20
"ASV1977"	"Lifestage"	".L"	"Lifestage.L"	0.173528981446863	0.0913725964000504	0.858256577613807	0.92459064206823	1	0.000560527404159751	0.0230563605577711	NA	"abundance"	91	24
"ASV201"	"Lifestage"	".L"	"Lifestage.L"	-0.858167446345535	0.0913725964000504	1.13239593434551	0.409069092977896	1	0.000176441257701089	0.0090720213334643	NA	"abundance"	91	36
"ASV262"	"Lifestage"	".L"	"Lifestage.L"	0.0895492179546973	0.0913725964000504	0.411158515419987	0.996625277548753	1	0.000297671013865562	0.0131187868253608	NA	"abundance"	91	53
"ASV279"	"Lifestage"	".L"	"Lifestage.L"	-0.508285034182723	0.0913725964000504	1.6524419883933	0.717695742286996	1	1.26220318377399e-05	0.0012065342357308	NA	"abundance"	91	34
"ASV280"	"Lifestage"	".L"	"Lifestage.L"	-0.545343199242256	0.0913725964000504	1.20397070841524	0.597303150331305	1	1.78437702362883e-07	3.66986874526329e-05	NA	"abundance"	91	42
"ASV3"	"Lifestage"	".L"	"Lifestage.L"	0.864099495327446	0.0913725964000504	1.34521221854305	0.569905659304717	1	0.000135001844402664	0.00757237618149486	NA	"abundance"	91	26
"ASV3605"	"Lifestage"	".L"	"Lifestage.L"	-0.983734644526573	0.0913725964000504	1.36159054852637	0.437212296697065	1	0.000764329728016366	0.0294744651366311	NA	"abundance"	91	24
"ASV503"	"Lifestage"	".L"	"Lifestage.L"	1.66551959716771	0.0913725964000504	1.33356489062689	0.260422002355734	1	0.00210368319686668	0.0589987514757609	NA	"abundance"	91	16
"ASV638"	"Lifestage"	".L"	"Lifestage.L"	-0.279364167529811	0.0913725964000504	0.598061463983885	0.545609650222489	1	0.000236804863529866	0.0112391231383021	NA	"abundance"	91	29
"ASV896"	"Lifestage"	".L"	"Lifestage.L"	-0.10228386365068	0.0913725964000504	0.865314881002648	0.825519420334584	1	0.00148599602555927	0.0482557656721089	NA	"abundance"	91	23
"ASV389"	"Lifestage"	".L"	"Lifestage.L"	-1.08672480199058	0	0.382703955906291	0.00451706346962942	0.107998881137503	1.36883948948389e-05	0.0012065342357308	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	91	26
"ASV1293"	"Location"	"UP"	"LocationUP"	NA	NA	NA	NA	NA	0.00174132173435005	0.0537197755046992	"No data points have the baseline factor level"	"abundance"	91	15
